year,A1,A2,A3
,label A1,label A2,label A3
1987,23,2255,189
1988,28,2035,221
1989,42,2116,280
1990,51,2135,330
1991,22,2192,173
1992,33,2095,218
1993,17,1888,159
1994,34,2269,267
1995,25,2232,170
1996,24,1937,205
1997,23,2218,214
1998,31,2232,199
1999,18,2124,167
2000,41,2104,312
2001,46,2212,288
2002,25,2099,162
2003,20,2175,156
2004,35,2043,225
2005,43,2017,285
2006,37,2044,235
2007,22,2160,153
2008,38,2136,242
2009,31,2188,186
2010,36,2277,245
2011,38,2140,251
2012,49,2185,306
2013,22,2360,164
2014,28,2190,191
2015,26,2227,217
2016,19,2071,131
2016
2017,77,1990,457
2018,56,1919,341
2019,60,1715,400
2020,58,1739,362
2021,57,2038,408
2022,60,1837,420
2023,64,1878,456
2024,66,1866,452
2025,61,2214,414
2026,65,1949,491
2027,74,1919,498
2028,81,1895,450
2029,42,1850,294
2030,50,1943,388
2031,40,1889,277
2032,70,1838,478
2033,71,2056,423
2034,50,1797,354
2035,55,1959,362
2036,60,1995,345
2037,81,1912,551
2038,71,2084,443
2039,74,2053,479
2040,72,1901,435
2041,53,2066,337
2042,43,2032,301
2043,55,2134,369
2044,82,1909,515
2045,62,1935,380
2046,80,1992,475
