year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.0,14.0,20.0,9.5
1988,7.3,14.9,18.5,9.4
1989,7.5,14.9,19.9,10.7
1990,8.7,14.9,20.4,8.7
1991,6.3,13.1,20.9,8.0
1992,6.5,14.9,19.7,9.3
1993,6.7,14.8,17.9,8.3
1994,7.9,14.2,19.5,11.0
1995,7.3,14.4,19.2,10.5
1996,6.9,14.8,17.8,8.7
1997,7.8,15.1,20.1,10.3
1998,7.9,14.7,19.4,7.7
1999,7.0,15.3,20.1,8.6
2000,6.9,15.5,19.1,10.5
2001,8.4,14.7,18.6,8.5
2002,8.2,14.8,18.0,10.9
2003,6.5,16.8,21.2,9.3
2004,6.3,14.8,19.3,9.1
2005,5.7,16.0,19.3,8.8
2006,6.0,15.6,20.7,10.6
2007,8.3,16.5,17.9,8.2
2008,7.9,15.0,18.1,8.3
2009,5.9,15.7,19.7,10.1
2010,5.1,14.8,19.1,8.0
2011,7.0,16.6,19.5,11.2
2012,5.0,14.6,18.9,9.9
2013,6.1,13.5,20.7,10.2
2014,8.9,15.7,19.5,11.7
2015,6.8,16.6,20.1,12.0
2016,7.8,14.8,21.0,10.2
