year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1411,8,-102,0
1988,1595,10,7,0
1989,1266,9,-143,0
1990,964,9,26,13
1991,1341,9,-119,7
1992,1465,9,-84,1
1993,1328,8,-104,0
1994,1232,8,-192,4
1995,1235,7,-3,1
1996,1651,9,-342,0
1997,1310,10,-69,6
1998,1403,10,-112,6
1999,1322,9,-132,3
2000,1373,8,-290,3
2001,1326,10,55,1
2002,1012,6,-193,6
2003,1316,8,73,3
2004,1721,12,-165,8
2005,1322,10,-60,8
2006,1299,10,-152,2
2007,1535,9,-44,3
2008,1598,10,-143,0
2009,1387,10,-45,5
2010,1307,10,-52,8
2011,1707,9,-308,0
2012,1375,10,-200,3
2013,1239,10,-200,0
2014,1328,10,103,8
2015,1495,9,-33,1
2016,1481,10,-147,1
2016
2017,1432,10,42,2
2018,1790,12,-142,0
2019,1537,9,70,1
2020,1269,10,191,10
2021,1693,11,-291,2
2022,1640,9,-140,0
2023,1571,12,-221,9
2024,1494,9,-264,13
2025,1548,9,-121,4
2026,1485,11,-152,13
2027,1506,9,-30,1
2028,1518,11,-86,3
2029,1267,10,-317,8
2030,1944,12,-247,5
2031,1833,12,-55,6
2032,1615,9,-172,8
2033,1593,11,-121,9
2034,1598,9,-168,1
2035,1717,10,-259,0
2036,1551,12,-2,5
2037,1461,10,-211,3
2038,1705,11,-139,3
2039,1759,10,-111,7
2040,1505,10,-88,8
2041,1609,11,-96,6
2042,1855,10,-223,3
2043,1340,10,-116,2
2044,1529,7,-132,11
2045,1752,11,-66,1
2046,1546,11,-53,2

min,,4
max,,17
steps,,8
decimal
