year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,90,140,0
1988,65,132,0
1989,69,132,0
1990,79,145,0
1991,93,142,0
1992,90,139,0
1993,77,136,0
1994,80,134,0
1995,93,147,0
1996,83,131,0
1997,66,139,0
1998,78,137,0
1999,70,142,0
2000,84,141,0
2001,73,139,0
2002,67,137,1
2003,100,149,0
2004,58,130,0
2005,9,146,0
2006,92,148,1
2007,85,136,0
2008,70,127,0
2009,81,143,0
2010,88,146,0
2011,93,140,0
2012,78,133,0
2013,81,135,0
2014,81,142,0
2015,83,131,0
2016,88,140,0
2016
2017,69,144,0
2018,67,130,0
2019,71,132,0
2020,70,150,0
2021,69,136,0
2022,30,122,0
2023,73,134,0
2024,86,144,0
2025,46,128,0
2026,69,143,0
2027,92,147,0
2028,78,130,0
2029,97,146,1
2030,78,137,0
2031,67,139,0
2032,81,141,1
2033,76,138,0
2034,80,137,0
2035,71,127,1
2036,59,141,0
2037,83,137,0
2038,43,124,0
2039,70,127,0
2040,90,143,0
2041,64,143,0
2042,53,133,0
2043,57,140,0
2044,53,135,0
2045,83,135,0
2046,58,131,0

min,,90,0
max,,190,6
steps,,11,7
decimal
