year,annual-hydric-deficit
1987,468
1988,283
1989,190
1990,325
1991,288
1992,190
1993,31
1994,-9
1995,184
1996,59
1997,7
1998,225
1999,382
2000,509
2001,320
2002,363
2003,-194
2004,-17
2005,-3
2006,-70
2007,-69
2008,-52
2009,45
2010,148
2011,-42
2012,21
2013,93
2014,3
2015,-105
2016,14
