year,annual-frozen-days
1987,118
1988,106
1989,91
1990,98
1991,111
1992,84
1993,96
1994,73
1995,99
1996,138
1997,115
1998,86
1999,85
2000,59
2001,82
2002,58
2003,104
2004,119
2005,109
2006,102
2007,74
2008,90
2009,87
2010,108
2011,98
2012,92
2013,101
2014,75
2015,110
2016,94
