year,annual-precipitations
1987,1119
1988,1013
1989,903
1990,1050
1991,968
1992,924
1993,746
1994,746
1995,890
1996,707
1997,740
1998,960
1999,1020
2000,1199
2001,1039
2002,1110
2003,661
2004,723
2005,715
2006,705
2007,760
2008,710
2009,783
2010,838
2011,732
2012,747
2013,767
2014,712
2015,677
2016,723

min,300
max,2000
steps,10
decimal
