year,annual-estival-days
1987,33
1988,30
1989,30
1990,34
1991,33
1992,44
1993,37
1994,51
1995,33
1996,27
1997,37
1998,41
1999,36
2000,39
2001,41
2002,39
2003,82
2004,36
2005,35
2006,44
2007,46
2008,46
2009,38
2010,40
2011,45
2012,46
2013,45
2014,37
2015,60
2016,48

min,16
max,130
steps,9
decimal
