year,annual-estival-days
1987,38
1988,51
1989,72
1990,44
1991,54
1992,69
1993,60
1994,61
1995,58
1996,43
1997,64
1998,51
1999,63
2000,54
2001,63
2002,56
2003,102
2004,61
2005,64
2006,73
2007,61
2008,65
2009,67
2010,54
2011,76
2012,71
2013,60
2014,57
2015,66
2016,72

min,16
max,130
steps,9
decimal
