year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,81,-39,-2,104
1988,180,-102,-109,116
1989,4,-109,-121,105
1990,30,-110,-99,119
1991,0,-142,-69,68
1992,37,-150,-140,110
1993,-42,-177,-86,143
1994,38,-33,-127,15
1995,84,-48,-49,78
1996,-5,-141,-92,133
1997,13,-126,-156,92
1998,-2,-88,-125,151
1999,106,-140,-148,96
2000,73,-140,9,65
2001,144,-179,-167,100
2002,51,-103,-41,151
2003,3,-244,-324,41
2004,25,-228,-122,49
2005,21,-177,-187,54
2006,33,-175,-75,67
2007,63,-151,-132,46
2008,37,-197,-120,30
2009,55,-156,-189,121
2010,21,-62,-30,140
2011,9,-280,-90,86
2012,-24,-153,-179,123
2013,22,43,-194,107
2014,-22,-203,-35,98
2015,38,-213,-225,41
2016,73,-24,-211,81
