year,annual-precipitations
1987,809
1988,820
1989,663
1990,624
1991,518
1992,655
1993,629
1994,659
1995,824
1996,634
1997,619
1998,704
1999,626
2000,742
2001,713
2002,851
2003,439
2004,580
2005,522
2006,672
2007,663
2008,571
2009,655
2010,857
2011,585
2012,605
2013,758
2014,642
2015,506
2016,680

min,300
max,2000
steps,10
decimal
