year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,23,13,-111.89,6,12,-197.78,39,44,160
1988,17,16,-134,6,20,-230,35,40,159
1989,19,28,-90,3,19,-126,41,36,128
1990,9,8,-46,4,22,-164,68,24,113
1991,17,25,-41,4,12,-200,61,43,147
1992,41,25,-151,2,35,-269,29,25,84
1993,8,20,-73,4,5,-251,63,16,89
1994,16,24,-180,6,21,-341,43,41,144
1995,38,16,-139,5,21,-313,36,19,109
1996,28,31,-80,4,7,-263,45,38,101
1997,4,16,-136,3,8,-315,60,29,95
1998,30,13,-113,3,22,-192,40,28,128
1999,16,23,-169,2,3,-256,40,35,168
2000,22,20,-161,5,11,-335,49,29,125
2001,3,7,-65,2,3,-155,68,33,77
2002,14,17,-102,3,3,-133,50,42,127
2003,17,21,-162,3,13,-177,32,29,139
2004,10,25,-127,4,2,-212,44,18,132
2005,23,23,-32,2,12,-127,38,24,207
2006,23,14,-77,2,8,-178,38,29,61
2007,21,11,-103,4,14,-232,50,12,93
2008,13,37,-64,2,25,-165,47,46,139
2009,15,8,-109,4,15,-315,56,27,57
2010,17,26,-33,5,21,-189,47,36,78
2011,20,14,-63,3,24,-141,44,44,119
2012,18,14,-89,5,8,-204,36,34,166
2013,22,15,-123,3,8,-138,45,49,159
2014,9,19,-49,2,17,-117,57,21,139
2015,17,22,-83,2,16,-250,60,37,74
2016,18,13,-98,4,14,-181,49,44,136
2016
2017,21,20,-81,5,22,-283,39,16,92
2018,28,14,-66,4,28,-215,34,22,82
2019,11,19,-103,2,3,-188,50,11,127
2020,34,11,-106,6,10,-270,32,22,161
2021,29,30,-113,2,21,-345,43,15,52
2022,13,16,-96,7,7,-242,42,16,53
2023,23,13,-87,3,15,-255,47,10,141
2024,24,10,-127,3,20,-346,42,11,92
2025,35,11,-136,1,29,-190,41,12,159
2026,23,5,-93,2,27,-236,31,19,125
2027,38,14,-145,4,22,-371,32,20,69
2028,18,4,-79,4,17,-252,46,9,82
2029,21,17,-85,2,17,-242,46,9,215
2030,26,11,-116,3,24,-319,39,13,71
2031,16,7,-59,5,19,-206,44,14,67
2032,15,14,-131,1,6,-206,47,17,192
2033,21,5,-71,2,9,-113,38,24,181
2034,19,9,-51,5,11,-174,52,17,177
2035,44,9,-137,5,22,-342,38,24,88
2036,38,9,-101,4,41,-327,42,12,90
2037,19,13,-70,4,33,-171,70,17,136
2038,31,27,-121,1,17,-219,44,20,163
2039,29,20,-142,3,26,-267,47,13,171
2040,18,19,46,5,16,-161,59,17,113
2041,31,25,-164,5,11,-289,27,11,82
2042,31,23,-69,5,27,-271,41,17,83
2043,24,9,-79,2,21,-198,35,12,81
2044,21,5,-95,6,8,-191,48,12,123
2045,44,13,-118,4,19,-244,40,8,156
2046,26,19,-103,2,14,-239,40,12,103

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
