year,annual-frozen-days
1987,82
1988,50
1989,56
1990,39
1991,68
1992,47
1993,66
1994,42
1995,56
1996,80
1997,60
1998,64
1999,42
2000,32
2001,62
2002,44
2003,76
2004,65
2005,72
2006,66
2007,38
2008,63
2009,63
2010,86
2011,56
2012,51
2013,72
2014,34
2015,55
2016,50
