year,annual-precipitations
1987,683
1988,708
1989,628
1990,397
1991,528
1992,716
1993,685
1994,722
1995,694
1996,569
1997,489
1998,762
1999,587
2000,668
2001,695
2002,829
2003,455
2004,620
2005,622
2006,658
2007,776
2008,593
2009,671
2010,630
2011,491
2012,651
2013,607
2014,615
2015,513
2016,525
