year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1434,11,-182,4
1988,1131,11,-101,8
1989,1541,10,-259,3
1990,1130,9,-183,0
1991,1361,11,-318,1
1992,1580,12,-165,3
1993,1411,12,-335,1
1994,1640,11,-338,1
1995,1199,9,-159,10
1996,1186,11,-340,3
1997,1330,12,-262,1
1998,1447,10,-157,4
1999,1125,9,-209,8
2000,1093,12,-270,9
2001,1350,10,-56,3
2002,1202,12,-181,8
2003,1252,7,-39,3
2004,1365,10,-231,7
2005,1128,10,-203,7
2006,1266,10,-181,6
2007,1488,11,-294,8
2008,1153,9,-160,4
2009,1311,9,-236,16
2010,1128,8,-140,7
2011,1297,11,-205,5
2012,1364,12,-287,12
2013,1331,11,-153,1
2014,1306,8,-227,1
2015,1287,10,-211,7
2016,1498,13,-184,1
2016
2017,1445,9,-205,1
2018,1288,11,-166,10
2019,1632,11,-284,4
2020,1442,11,-271,1
2021,1613,12,-411,4
2022,1347,12,-206,8
2023,1345,9,-288,0
2024,1422,12,-293,4
2025,1517,12,-193,2
2026,1327,10,-192,5
2027,1487,11,-354,4
2028,1437,10,-270,10
2029,1517,10,-387,10
2030,1393,9,-351,2
2031,1413,11,-131,8
2032,1674,12,-254,0
2033,1444,11,-231,4
2034,1607,11,-236,6
2035,1309,10,-293,7
2036,1450,10,-207,1
2037,1479,12,-160,2
2038,1494,10,-120,4
2039,1440,11,-223,1
2040,1587,12,-348,3
2041,1304,10,-96,13
2042,1533,9,-192,3
2043,1565,12,-376,1
2044,1332,11,-194,2
2045,1185,11,-244,9
2046,1368,9,-244,2
