year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,13,5,-65,4,0,-156,54,36,129
1988,6,0,-6,2,0,-64,68,26,146
1989,16,9,-98,4,1,-205,54,28,137
1990,4,9,-34,4,0,-187,77,59,116
1991,3,8,-93,4,1,-234,59,36,132
1992,16,3,4,2,1,-123,48,31,124
1993,6,6,-45,5,3,-248,80,30,71
1994,15,7,-132,3,3,-248,51,27,82
1995,9,10,-74,1,0,-133,51,42,119
1996,21,9,-118,4,1,-288,64,36,115
1997,7,3,-47,2,3,-143,68,33,89
1998,18,0,-82,3,4,-167,49,38,119
1999,7,16,-74,3,0,-192,66,33,173
2000,5,5,-74,4,3,-265,84,23,116
2001,8,2,12,1,0,-52,67,30,115
2002,5,5,-26,6,0,-162,70,26,129
2003,15,5,1,1,0,-50,50,19,102
2004,26,0,-63,3,3,-169,57,38,74
2005,7,7,-26,2,1,-144,70,31,90
2006,8,11,-6,2,1,-150,59,34,105
2007,23,8,-81,2,6,-230,70,41,71
2008,6,2,-14,3,2,-166,69,41,88
2009,15,11,-76,4,5,-204,61,29,109
2010,8,5,-58,3,0,-155,70,34,173
2011,10,4,-29,4,0,-171,60,31,100
2012,15,11,-105,4,1,-251,60,48,114
2013,13,3,-83,1,1,-144,66,22,129
2014,7,0,-58,7,2,-233,64,36,140
2015,11,6,-38,3,3,-197,68,38,124
2016,8,2,-27,4,2,-150,65,32,88
2016
2017,24,2,-112,3,0,-188,53,10,88
2018,19,7,-55,4,5,-176,66,28,121
2019,17,16,-47,2,5,-225,49,13,65
2020,6,5,-24,3,2,-199,63,46,95
2021,14,4,-129,4,3,-301,48,26,87
2022,23,3,-78,4,0,-199,60,18,179
2023,15,12,-32,2,0,-185,64,28,51
2024,13,6,-115,4,0,-255,57,22,129
2025,12,3,-66,3,1,-188,51,20,99
2026,8,9,-115,3,0,-177,64,26,193
2027,16,1,-141,2,0,-301,51,20,126
2028,23,7,-85,2,2,-235,55,14,97
2029,31,12,-200,3,2,-271,44,9,164
2030,15,6,-126,1,0,-297,65,27,104
2031,17,4,-19,1,2,-154,61,18,153
2032,23,3,-86,2,6,-263,51,26,106
2033,23,10,-60,3,1,-171,63,13,90
2034,18,5,-32,2,8,-187,61,13,82
2035,15,6,-92,4,1,-222,60,14,102
2036,21,15,-20,4,0,-149,62,30,112
2037,15,4,-144,3,7,-181,56,33,174
2038,19,4,-10,4,2,-129,44,31,169
2039,12,15,-103,3,2,-165,53,8,110
2040,26,14,-138,5,4,-295,54,23,111
2041,21,20,-79,1,0,-160,46,22,216
2042,16,7,-97,4,3,-171,62,21,133
2043,16,8,-144,5,4,-345,50,15,98
2044,16,19,-19,2,0,-161,63,10,66
2045,2,4,-55,2,0,-150,71,21,94
2046,18,4,-88,4,2,-192,60,30,123
