year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.0,12.1,17.0,5.9
1988,3.8,13.4,16.9,6.1
1989,4.7,13.1,17.7,6.0
1990,6.3,13.0,16.6,6.2
1991,3.0,10.9,18.5,5.2
1992,3.7,13.8,17.9,5.4
1993,2.4,14.9,16.2,4.7
1994,3.9,13.2,18.4,7.1
1995,3.7,13.0,18.2,5.2
1996,0.2,12.6,15.7,4.6
1997,3.4,12.7,18.2,5.6
1998,4.8,14.1,16.7,4.6
1999,4.0,13.8,19.0,5.7
2000,4.7,14.9,16.8,7.2
2001,3.6,13.2,17.5,6.3
2002,4.7,14.0,17.4,6.2
2003,2.7,15.1,19.1,5.5
2004,3.5,13.2,17.7,5.5
2005,3.1,14.1,17.7,6.2
2006,0.5,12.6,18.4,8.1
2007,5.3,14.8,15.6,5.0
2008,4.2,13.5,16.4,5.2
2009,1.2,13.7,17.5,5.8
2010,0.8,12.3,16.8,3.8
2011,3.2,14.6,17.1,6.2
2012,3.2,12.9,16.8,5.6
2013,0.6,12.3,17.6,6.5
2014,5.3,13.6,17.2,7.3
2015,3.1,12.8,18.2,7.8
2016,3.5,13.2,18.6,5.1
