year,annual-frozen-days
1987,90
1988,68
1989,66
1990,34
1991,72
1992,54
1993,70
1994,46
1995,67
1996,100
1997,67
1998,66
1999,53
2000,42
2001,73
2002,50
2003,81
2004,73
2005,74
2006,79
2007,57
2008,74
2009,75
2010,107
2011,72
2012,57
2013,85
2014,50
2015,64
2016,68
