year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,91,-30,-102,104
1988,187,-194,-120,151
1989,56,-138,-113,107
1990,-17,-156,-138,56
1991,54,-87,-189,136
1992,60,-104,-78,122
1993,26,-183,-67,181
1994,106,-93,-115,105
1995,155,-166,-43,40
1996,6,-130,-107,137
1997,29,-145,-214,105
1998,6,-51,-57,200
1999,87,-136,-82,76
2000,59,-172,42,91
2001,156,-146,-130,122
2002,92,-148,5,196
2003,22,-190,-216,45
2004,48,-115,-83,87
2005,39,-46,-81,31
2006,71,-103,-104,57
2007,86,-114,6,56
2008,40,-133,-113,42
2009,47,-85,-156,147
2010,53,-144,-58,60
2011,7,-271,-98,69
2012,3,-55,-121,111
2013,8,-61,-202,143
2014,-13,-124,-52,90
2015,35,-234,-160,68
2016,91,-116,-237,51
