year,annual-hydric-deficit
1987,63
1988,24
1989,-88
1990,-255
1991,-86
1992,0
1993,-43
1994,3
1995,-15
1996,-93
1997,-225
1998,97
1999,-54
2000,20
2001,2
2002,146
2003,-339
2004,-63
2005,-58
2006,-78
2007,34
2008,-164
2009,-46
2010,-89
2011,-293
2012,-62
2013,-112
2014,-99
2015,-291
2016,-210
