year,annual-hydric-deficit
1987,1209
1988,1194
1989,1251
1990,1092
1991,1115
1992,1221
1993,1233
1994,1088
1995,1395
1996,1269
1997,1240
1998,1266
1999,1335
2000,1123
2001,1172
2002,1217
2003,1305
2004,1290
2005,1303
2006,1362
2007,1298
2008,1295
2009,1448
2010,1100
2011,1179
2012,1176
2013,1139
2014,1329
2015,1382
2016,1330
