year,annual-precipitations
1987,457
1988,440
1989,448
1990,315
1991,298
1992,335
1993,384
1994,250
1995,304
1996,431
1997,509
1998,351
1999,356
2000,383
2001,220
2002,282
2003,383
2004,389
2005,205
2006,404
2007,339
2008,375
2009,327
2010,594
2011,387
2012,386
2013,673
2014,430
2015,233
2016,426
