year,annual-average-temperature
1987,14.5
1988,14.2
1989,15.0
1990,13.6
1991,14.3
1992,14.4
1993,14.2
1994,14.6
1995,16.0
1996,15.1
1997,15.9
1998,15.3
1999,15.4
2000,15.0
2001,15.3
2002,14.9
2003,15.4
2004,15.0
2005,15.4
2006,16.1
2007,15.1
2008,15.2
2009,16.3
2010,15.4
2011,16.9
2012,15.9
2013,15.6
2014,16.2
2015,16.6
2016,16.1

min.,10
max.,17
steps,8
decimals
