year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,351,1031,-1012,-952,-5,15.4,5638,145,23.9,19
1988,407,983,-888,-857,0,14.8,5397,135,22.6,25
1989,247,994,-1080,-927,-18,14.8,5403,133,23.2,36
1990,257,976,-1038,-888,-72,14.9,5448,136,23.6,22
1991,318,1013,-1089,-913,-106,15.3,5568,122,22.6,6
1992,309,933,-991,-861,-3,15.2,5552,138,23.6,18
1993,353,949,-931,-847,18,14.1,5161,123,22.7,25
1994,401,885,-818,-780,21,14.8,5427,121,22.4,16
1995,315,946,-1001,-835,-130,14.6,5336,114,22.5,17
1996,297,943,-960,-876,11,14.3,5206,115,23.6,23
1997,261,931,-1037,-806,-126,14.4,5258,104,22.4,26
1998,244,981,-1123,-912,-93,14.2,5213,119,22.4,21
1999,278,939,-982,-823,-51,14.8,5390,120,23.2,15
2000,241,973,-1102,-934,-35,14.9,5435,126,22.8,16
2001,411,1022,-956,-895,6,14.7,5363,125,22.8,23
2002,315,999,-1006,-874,-34,15.0,5476,128,23.7,29
2003,321,971,-978,-854,-49,15.5,5640,140,23.2,14
2004,338,967,-961,-883,38,14.3,5227,127,22.3,29
2005,304,962,-986,-799,-70,15.1,5494,128,24.2,13
2006,355,933,-899,-823,-11,14.5,5297,129,21.7,22
2007,325,968,-966,-892,42,14.2,5196,128,24.4,47
2008,256,997,-1068,-954,-24,14.8,5418,116,23.6,12
2009,373,947,-910,-824,-28,14.6,5330,122,24.1,23
2010,307,997,-1034,-934,-14,15.1,5509,134,23.5,17
2011,236,949,-1054,-898,9,14.7,5357,111,23.3,13
2012,216,1006,-1125,-968,-59,15.1,5505,134,24.0,15
2013,285,958,-1011,-896,19,14.7,5373,129,22.5,15
2014,282,950,-1023,-863,-4,15.2,5559,131,23.0,19
2015,304,963,-978,-886,-33,14.6,5324,123,23.4,25
2016,405,950,-871,-846,29,14.2,5175,125,22.3,38
2016
2017,294,1023,-1076,-911,-82,15.9,5792,137,25.1,29
2018,262,1018,-1089,-899,-87,15.7,5736,126,24.5,7
2019,238,1021,-1124,-926,-44,16.2,5901,150,25.1,17
2020,395,1003,-930,-858,-57,15.6,5716,140,23.7,8
2021,363,1033,-1000,-877,-71,16.5,6037,148,24.6,6
2022,318,1036,-1114,-927,-101,16.1,5875,127,24.9,1
2023,229,1015,-1131,-946,-97,15.7,5745,145,23.8,10
2024,301,995,-1101,-883,-169,15.9,5811,135,25.3,13
2025,249,1019,-1164,-951,-136,15.5,5673,131,25.0,8
2026,285,978,-1011,-885,-87,15.3,5584,145,24.6,19
2027,402,951,-887,-761,-88,15.1,5525,130,24.6,12
2028,383,988,-945,-898,-15,15.9,5820,149,24.6,6
2029,323,1026,-1078,-907,-73,15.5,5674,128,25.4,18
2030,333,1042,-1100,-876,-94,15.9,5797,130,26.1,12
2031,430,974,-853,-841,59,14.8,5391,131,24.6,31
2032,345,1045,-1063,-882,-88,16.4,5988,143,25.4,5
2033,329,1007,-1033,-896,-68,16.2,5910,143,25.2,6
2034,289,999,-1082,-919,-94,16.5,6032,141,25.3,7
2035,153,1026,-1253,-960,-122,16.4,5980,154,24.1,8
2036,347,1014,-1005,-932,-39,15.7,5736,142,24.5,9
2037,341,1068,-1075,-910,-133,16.6,6056,173,24.7,9
2038,301,1032,-1070,-922,-61,16.4,5973,152,24.5,16
2039,336,1014,-1042,-901,-67,16.6,6051,139,25.5,5
2040,319,972,-989,-818,-98,15.4,5621,130,23.5,16
2041,360,966,-941,-813,-86,15.3,5598,123,23.8,9
2042,260,1033,-1115,-963,-25,16.5,6009,140,25.8,0
2043,240,1036,-1127,-991,-97,15.9,5814,142,24.2,6
2044,296,1036,-1079,-938,-49,16.1,5891,138,26.6,17
2045,324,962,-962,-769,-68,15.6,5691,122,24.7,15
2046,301,1040,-1073,-932,-49,16.3,5953,156,25.2,10
