year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,7.3,16.7,23.7,10.1
1988,8.3,15.2,23.2,10.0
1989,7.8,16.2,23.5,12.4
1990,8.0,15.3,22.7,8.4
1991,7.4,15.8,24.0,9.8
1992,7.0,16.4,23.6,10.3
1993,7.7,16.5,23.2,9.3
1994,8.1,16.3,22.8,11.1
1995,9.2,18.5,23.5,12.7
1996,8.4,17.7,22.8,11.2
1997,10.4,17.6,23.9,11.8
1998,10.0,16.5,24.6,10.1
1999,8.3,18.4,24.6,10.0
2000,8.5,17.2,23.3,10.9
2001,9.6,18.0,23.6,9.7
2002,8.8,17.1,22.3,11.3
2003,8.1,18.5,24.4,10.5
2004,8.1,17.0,24.0,10.7
2005,7.5,19.1,24.6,10.3
2006,7.7,19.3,25.0,12.1
2007,8.8,16.9,24.0,10.5
2008,9.6,17.2,23.9,9.9
2009,8.7,18.8,25.3,12.1
2010,7.2,17.4,26.1,10.6
2011,9.0,20.1,25.1,13.4
2012,9.0,17.8,25.0,11.5
2013,7.8,16.4,26.3,11.6
2014,9.2,18.9,24.2,12.4
2015,8.4,19.6,25.5,12.7
2016,8.7,17.3,26.2,11.9
