year,annual-frozen-days
1987,39
1988,53
1989,34
1990,41
1991,28
1992,51
1993,36
1994,28
1995,16
1996,9
1997,9
1998,20
1999,29
2000,21
2001,20
2002,11
2003,22
2004,21
2005,32
2006,19
2007,21
2008,12
2009,18
2010,30
2011,11
2012,27
2013,23
2014,8
2015,19
2016,6
