year,F1,F3,M4
,label F1,label F3,label M4
1987,104,148,4
1988,73,150,0
1989,101,152,1
1990,60,144,3
1991,62,137,0
1992,86,147,2
1993,68,151,0
1994,96,147,0
1995,88,139,3
1996,97,150,2
1997,68,145,1
1998,62,147,0
1999,88,150,1
2000,65,142,1
2001,70,136,0
2002,78,150,2
2003,87,148,0
2004,93,145,1
2005,9,145,0
2006,92,149,0
2007,64,149,0
2008,84,147,1
2009,76,134,1
2010,78,142,1
2011,74,144,0
2012,81,145,1
2013,38,146,2
2014,86,147,1
2015,76,142,3
2016,79,148,2
2016
2017,94,150,0
2018,76,150,1
2019,52,137,1
2020,72,148,2
2021,81,154,0
2022,91,151,2
2023,63,136,2
2024,73,148,1
2025,28,144,3
2026,45,152,2
2027,46,140,1
2028,57,136,1
2029,66,144,1
2030,81,136,1
2031,51,143,0
2032,73,150,0
2033,60,138,1
2034,57,146,3
2035,54,136,1
2036,59,142,0
2037,83,141,1
2038,82,138,2
2039,74,131,1
2040,46,141,2
2041,88,143,1
2042,58,134,1
2043,97,157,1
2044,65,150,1
2045,90,154,1
2046,84,144,3
