year,annual-frozen-days
1987,86
1988,60
1989,46
1990,35
1991,63
1992,56
1993,73
1994,38
1995,74
1996,120
1997,78
1998,50
1999,56
2000,40
2001,82
2002,54
2003,82
2004,73
2005,83
2006,72
2007,41
2008,46
2009,54
2010,103
2011,69
2012,58
2013,85
2014,40
2015,40
2016,65
