year,annual-hydric-deficit
1987,324
1988,254
1989,26
1990,-3
1991,232
1992,-109
1993,421
1994,322
1995,101
1996,56
1997,69
1998,479
1999,166
2000,161
2001,373
2002,330
2003,-152
2004,341
2005,156
2006,239
2007,432
2008,343
2009,190
2010,261
2011,326
2012,326
2013,241
2014,206
2015,349
2016,176
