year,annual-estival-days
1987,8
1988,5
1989,22
1990,14
1991,15
1992,36
1993,5
1994,30
1995,32
1996,19
1997,34
1998,10
1999,34
2000,14
2001,22
2002,24
2003,39
2004,17
2005,26
2006,38
2007,15
2008,22
2009,22
2010,22
2011,16
2012,14
2013,20
2014,29
2015,16
2016,26
