year,annual-average-temperature
1987,7.7
1988,9.3
1989,9.9
1990,10.0
1991,8.8
1992,9.5
1993,8.5
1994,9.7
1995,9.0
1996,7.3
1997,9.1
1998,9.3
1999,10.0
2000,10.1
2001,9.2
2002,9.9
2003,9.5
2004,9.1
2005,9.2
2006,9.8
2007,10.1
2008,9.9
2009,9.5
2010,7.8
2011,9.8
2012,9.0
2013,8.9
2014,10.7
2015,9.8
2016,9.8
